UNTESTED FUNCTIONS: 2907 functions, 82683 uncovered regions
======================================================================

All Untested Functions (sorted by impact):

Rank   Regions  Insts  Module                                             Function                      
2426   45       1      Chap54::BFSStEph                                   bfs                           
2427   45       1      Chap55::CycleDetectStPer                           dfs_check_cycle               
2428   46       2      Chap18::ArraySeqMtPer                              scan                          
2429   46       2      Chap18::ArraySeq                                   scan                          
2430   46       4      Chap18::LinkedListStPer                            ninject                       
2431   46       6      Chap18::ArraySeq                                   update                        
2432   46       4      Chap52::EdgeSetGraphMtPer                          delete_vertex                 
2433   46       4      Chap18::ArraySeq                                   subseq                        
2434   46       4      Chap45::LeftistHeapPQ                              to_vec                        
2435   46       2      Chap45::LeftistHeapPQ                              is_heap                       
2436   46       2      Chap37::BSTRBStEph                                 rotate_left                   
2437   46       2      Chap37::BSTRBStEph                                 rotate_right                  
2438   46       2      Chap45::BinaryHeapPQ                               extract_all_sorted            
2439   46       2      Chap45::UnsortedListPQ                             extract_all_sorted            
2440   46       2      Chap47clean::QuadProbFlatHashTable                 find_slot                     
2441   46       2      Chap18::ArraySeqMtEph                              inject                        
2442   46       2      Chap18::ArraySeqMtPer                              ninject                       
2443   46       2      Chap18::LinkedListStEph                            inject                        
2444   46       2      Chap52::AdjTableGraphMtPer                         num_edges                     
2445   46       2      Chap52::AdjTableGraphStPer                         num_edges                     
2446   47       1      Chap47::ClusteringAnalysis                         analyze_linear_probing        
2447   47       1      Chap47::ClusteringAnalysis                         analyze_quadratic_probing     
2448   47       1      Chap37::AVLTreeSeqStEph                            rebalance                     
2449   48       2      Chap62::StarContractionStEph                       star_contract                 
2450   48       2      Chap37::BSTPlainMtEph                              find_rec                      
2451   48       2      Chap18::LinkedListStEph                            iteratePrefixes               
2452   48       2      Chap18::LinkedListStPer                            iteratePrefixes               
2453   48       2      Chap19::ArraySeqMtPer                              scan                          
2454   48       2      Chap19::ArraySeqStPer                              scan                          
2455   48       6      Chap43::OrderedSetStEph                            get_range                     
2456   48       4      Chap37::BSTSetRBMtEph                              join_m                        
2457   48       4      Chap37::BSTSetAVLMtEph                             join_m                        
2458   48       4      Chap37::BSTSetSplayMtEph                           join_m                        
2459   48       4      Chap37::BSTSetBBAlphaMtEph                         join_m                        
2460   48       2      Chap38::BSTParaStEph                               union_inner                   
2461   48       4      Chap39::BSTSetTreapMtEph                           join_m                        
2462   48       4      Chap65::UnionFindStEph                             insert                        
2463   48       2      Chap47clean::QuadProbFlatHashTable                 delete                        
2464   48       2      Chap12::Exercise12_5                               push                          
2465   48       2      Chap17::MathSeq                                    range                         
2466   48       2      Chap18::ArraySeqMtPer                              fmt                           
2467   48       2      Chap18::LinkedListStEph                            append                        
2468   48       2      Chap18::LinkedListStPer                            append                        
2469   48       2      Chap41::ArraySetStEph                              insert                        
2470   48       2      Chap18::ArraySeqStPer                              append                        
2471   48       2      Chap50::MatrixChainMtEph                           matrix_chain_rec              
2472   48       2      Chap50::MatrixChainMtPer                           matrix_chain_rec              
2473   48       1      Chap47::ProbeSequenceExamples                      analyze_double_hashing        
2474   48       1      Chap47::ProbeSequenceExamples                      analyze_linear_probing        
2475   49       1      Chap51::TopDownDPStEph                             med_recursive                 
2476   49       1      Chap47::ProbeSequenceExamples                      prime_vs_composite_table_comparison
2477   49       1      Chap54::BFSStPer                                   bfs                           
2478   50       2      Chap64::SpanTreeStEph                              verify_spanning_tree          
2479   50       2      Chap37::BSTPlainMtEph                              rightmost                     
2480   50       2      Chap37::BSTPlainMtEph                              leftmost                      
2481   50       2      Chap18::ArraySeqMtEph                              scan                          
2482   50       4      Chap43::OrderedTableStEph                          map                           
2483   50       6      Chap38::BSTParaMtEph                               union_inner                   
2484   50       4      Chap19::ArraySeqMtEphSlice                         eq                            
2485   50       4      Chap52::EdgeSetGraphStEph                          out_neighbors                 
2486   50       2      Chap39::BSTParaTreapMtEph                          join_pair_inner               
2487   50       2      Chap37::BSTRBMtEph                                 rotate_left                   
2488   50       10     Types                                              fmt                           
2489   50       4      Chap47clean::StructChainedHashTable                insert                        
2490   50       2      Chap18::ArraySeqStPer                              ninject                       
2491   50       2      Chap45::BinaryHeapPQ                               fmt                           
2492   50       2      Chap45::SortedListPQ                               fmt                           
2493   50       2      Chap45::BalancedTreePQ                             fmt                           
2494   50       2      Chap45::UnsortedListPQ                             fmt                           
2495   50       4      Chap47::AdvancedLinearProbing                      compute_clustering_metrics    
2496   50       2      Chap55::TopoSortStEph                              dfs_finish_order              
2497   50       2      Chap55::TopoSortStPer                              topo_sort                     
2498   50       6      Chap47::HashFunctionTraits                         hash                          
2499   51       1      Chap55::SCCStEph                                   scc                           
2500   52       2      Chap62::StarContractionMtEph                       star_contract_mt              
2501   52       2      Chap05::SetStEph                                   hash                          
2502   52       4      Chap43::OrderedTableMtEph                          filter                        
2503   52       4      Chap43::OrderedTableStEph                          filter                        
2504   52       4      Chap52::EdgeSetGraphMtPer                          out_neighbors                 
2505   52       4      Chap52::EdgeSetGraphStPer                          out_neighbors                 
2506   52       2      Chap18::ArraySeq                                   subseq_copy                   
2507   52       4      Chap23::BalBinTreeStEph                            in_order                      
2508   52       4      Chap23::BalBinTreeStEph                            pre_order                     
2509   52       2      Chap18::ArraySeqMtEph                              append                        
2510   52       2      Chap52::AdjTableGraphStEph                         num_edges                     
2511   52       4      Chap18::ArraySeqStPer                              insert                        
2512   53       14     Types                                              clone_mt                      
2513   53       1      Chap51::TopDownDPStPer                             med_recursive                 
2514   53       1      Chap45::SortedListPQ                               insert                        
2515   54       2      Chap62::StarContractionMtEph                       build_quotient_graph_parallel 
2516   54       2      Chap37::BSTPlainMtEph                              traverse                      
2517   54       2      Chap45::LeftistHeapPQ                              format_node                   
2518   54       2      Chap41::AVLTreeSetMtEph                            filter                        
2519   54       6      Chap37::BSTSetRBMtEph                              difference                    
2520   54       6      Chap37::BSTSetAVLMtEph                             difference                    
2521   54       6      Chap37::BSTSetSplayMtEph                           difference                    
2522   54       6      Chap37::BSTSetBBAlphaMtEph                         difference                    
2523   54       6      Chap39::BSTSetTreapMtEph                           difference                    
2524   54       2      Chap47::NestedHashTable                            lookup                        
2525   54       3      Chap37::BSTAVLMtEph                                rotate_right                  
2526   54       3      Chap39::BSTTreapMtEph                              rotate_right                  
2527   54       2      Chap06::LabDirGraphMtEph                           in_neighbors                  
2528   54       2      Chap06::LabDirGraphMtEph                           out_neighbors                 
2529   54       2      Chap18::ArraySeqMtEph                              fmt                           
2530   54       2      Chap43::OrderedTableMtEph                          get_key_range                 
2531   54       2      Chap43::OrderedTableStEph                          get_key_range                 
2532   54       2      Chap43::OrderedTableStPer                          get_key_range                 
2533   54       2      Chap43::AugOrderedTableStPer                       split_rank_key                
2534   54       1      Chap51::TopDownDPMtPer                             med_recursive_concurrent      
2535   54       1      Chap47::HashExamples                               run_all_examples              
2536   54       1      Chap54::BFSMtEph                                   bfs                           
2537   54       1      Chap52::AdjSeqGraphStPer                           insert_edge                   
2538   55       5      Chap41::AVLTreeSetMtPer                            from_seq                      
2539   55       4      Chap42::TableStEph                                 insert                        
2540   55       1      Chap28::MaxContigSubSumOptStEph                    max_contig_sub_sum_opt        
2541   56       2      Chap47clean::DoubleHashFlatHashTable               second_hash                   
2542   56       2      Chap36::QuickSortSt                                median3                       
2543   56       4      Chap43::OrderedTableMtEph                          map                           
2544   56       4      Chap41::ArraySetEnumMtEph                          filter                        
2545   56       4      Chap06::WeightedDirGraphStEphFloat                 scale_weights                 
2546   56       6      Chap37::BSTSetRBMtEph                              intersection                  
2547   56       6      Chap37::BSTSetAVLMtEph                             intersection                  
2548   56       6      Chap37::BSTSetSplayMtEph                           intersection                  
2549   56       6      Chap37::BSTSetBBAlphaMtEph                         intersection                  
2550   56       6      Chap39::BSTSetTreapMtEph                           intersection                  
2551   56       16     Chap41::AVLTreeSetMtPer                            difference                    
2552   56       2      Chap06::WeightedDirGraphMtEphInt                   in_neighbors_weighted         
2553   56       2      Chap06::WeightedDirGraphMtEphFloat                 in_neighbors_weighted         
2554   56       2      Chap45::BinaryHeapPQ                               is_heap                       
2555   56       2      Chap47::SeparateChaining                           lookup                        
2556   56       2      Chap37::AVLTreeSeq                                 to_arrayseq                   
2557   56       2      Chap47::FlatHashTable                              lookup                        
2558   56       4      Chap18::ArraySeqMtPer                              subseq_copy                   
2559   56       4      Chap18::ArraySeqStPer                              subseq_copy                   
2560   56       2      Chap36::QuickSortMt                                pivot_mt_median3              
2561   56       2      Chap36::QuickSortSt                                pivot_st_median3              
2562   56       2      Chap36::QuickSortMtSlice                           pivot_mt_median3              
2563   56       2      Chap37::AVLTreeSeqMtPer                            subseq_copy                   
2564   56       6      Chap50::OptBinSearchTreeMtEph                      into_iter                     
2565   56       2      Chap52::AdjTableGraphStPer                         insert_edge                   
2566   56       6      Chap50::MatrixChainMtEph                           into_iter                     
2567   56       1      Chap51::TopDownDPMtEph                             med_recursive_concurrent      
2568   56       1      Chap47::AdvancedDoubleHashing                      analyze_double_hashing_quality
2569   56       1      Chap47::ProbeSequenceExamples                      analyze_quadratic_probing     
2570   56       1      Chap54::BFSMtPer                                   bfs                           
2571   56       1      Chap28::MaxContigSubSumOptMtEph                    max_contig_sub_sum_opt_mt     
2572   58       2      Chap37::AVLTreeSeq                                 insert_at_link                
2573   58       2      Chap61::VertexMatchingMtEph                        parallel_matching_mt          
2574   58       2      Chap61::VertexMatchingStEph                        greedy_matching               
2575   58       2      Chap64::SpanTreeMtEph                              verify_spanning_tree          
2576   58       6      Chap39::BSTParaTreapMtEph                          union_inner                   
2577   58       4      Chap18::ArraySeq                                   inject                        
2578   58       4      Chap18::ArraySeqStEph                              inject                        
2579   58       2      Chap47::NestedHashTable                            resize                        
2580   58       2      Chap45::BinaryHeapPQ                               level_elements                
2581   58       2      Chap43::AugOrderedTableMtEph                       calculate_reduction           
2582   58       2      Chap43::AugOrderedTableStEph                       calculate_reduction           
2583   58       2      Chap43::AugOrderedTableStPer                       calculate_reduction           
2584   58       2      Chap45::SortedListPQ                               delete_max                    
2585   58       2      Chap06::DirGraphMtEph                              NPlus                         
2586   58       2      Chap06::DirGraphMtEph                              NMinus                        
2587   58       4      Chap17::MathSeq                                    fmt                           
2588   58       2      Chap18::ArraySeqMtPer                              inject                        
2589   58       2      Chap26::MergeSortSt                                merge_sort                    
2590   58       2      Chap43::AugOrderedTableMtEph                       split_rank_key                
2591   58       2      Chap43::AugOrderedTableMtEph                       split_key                     
2592   58       2      Chap43::AugOrderedTableStEph                       split_rank_key                
2593   58       2      Chap43::AugOrderedTableStEph                       split_key                     
2594   58       2      Chap43::AugOrderedTableStPer                       split_key                     
2595   58       1      Chap28::MaxContigSubSumDivConOptStEph              max_contig_sub_sum_aux        
2596   58       1      Chap55::TopoSortStPer                              dfs_finish_order_cycle_detect 
2597   59       5      Chap21::Algorithm21_6                              prime_sieve                   
2598   60       2      Chap18::ArraySeqStEph                              scan                          
2599   60       4      Chap18::LinkedListStPer                            inject                        
2600   60       4      Chap37::BSTSetPlainMtEph                           union                         
2601   60       4      Chap37::BSTSetPlainMtEph                           join_pair                     
2602   60       2      Chap06::DirGraphMtEph                              NGOfVertices                  
2603   60       2      Chap06::DirGraphMtEph                              NPlusOfVertices               
2604   60       2      Chap06::DirGraphMtEph                              NMinusOfVertices              
2605   60       2      Chap06::UnDirGraphMtEph                            NGOfVertices                  
2606   60       4      Chap18::ArraySeq                                   fmt                           
2607   60       2      Chap18::ArraySeq                                   append                        
2608   60       2      Chap43::OrderedSetMtEph                            split                         
2609   60       1      Chap44::Example44_1                                verify_textbook_examples      
2610   60       1      Chap52::AdjSeqGraphStEph                           set_edge                      
2611   62       2      Chap64::TSPApproxMtEph                             shortcut_tour_mt              
2612   62       2      Chap64::TSPApproxStEph                             shortcut_tour                 
2613   62       4      Chap19::ArraySeqMtEphSlice                         flatten                       
2614   62       12     Chap49::MinEditDistStEph                           into_iter                     
2615   62       4      Chap37::BSTSetRBMtEph                              split                         
2616   62       4      Chap37::BSTSetAVLMtEph                             split                         
2617   62       4      Chap37::BSTSetSplayMtEph                           split                         
2618   62       4      Chap37::BSTSetBBAlphaMtEph                         split                         
2619   62       4      Chap39::BSTSetTreapMtEph                           split                         
2620   62       2      Chap37::BSTRBStEph                                 fix_up                        
2621   62       2      Chap40::BSTReducedStEph                            range_reduce_link             
2622   62       4      Chap47clean::LinkedListChainedHashTable            delete                        
2623   62       2      Chap06::LabUnDirGraphMtEph                         neighbors                     
2624   62       4      Chap18::ArraySeqMtEph                              subseq_copy                   
2625   62       2      Chap37::AVLTreeSeq                                 subseq_copy                   
2626   62       2      Chap37::AVLTreeSeqStEph                            subseq_copy                   
2627   62       2      Chap41::ArraySetStEph                              union                         
2628   62       1      Chap47::AdvancedQuadraticProbing                   analyze_secondary_clustering  
2629   62       4      Chap42::TableMtEph                                 domain                        
2630   63       1      Chap47::FlatHashTable                              delete                        
2631   64       6      Chap38::BSTParaMtEph                               filter_inner                  
2632   64       2      Chap18::ArraySeqStPer                              scan                          
2633   64       2      Chap19::ArraySeqStEph                              scan                          
2634   64       2      Chap19::ArraySeqStEph                              reduce                        
2635   64       2      Chap19::ArraySeqStPer                              reduce                        
2636   64       2      Chap52::AdjSeqGraphMtPer                           map_vertices                  
2637   64       8      Chap37::BSTSetPlainMtEph                           delete                        
2638   64       4      Chap17::MathSeq                                    multiset_range                
2639   64       4      Chap23::PrimTreeSeqSt                              expose                        
2640   64       2      Chap38::BSTParaMtEph                               split_inner                   
2641   64       2      Chap38::BSTParaStEph                               split_inner                   
2642   64       2      Chap45::BalancedTreePQ                             split                         
2643   65       5      Chap28::MaxContigSubSumDivConMtEph                 max_contig_sub_sum_divcon_mt  
2644   66       3      Chap37::AVLTreeSeq                                 rotate_left                   
2645   66       2      Chap61::VertexMatchingMtEph                        should_select_edge            
2646   66       2      Chap18::LinkedListStEph                            scan                          
2647   66       2      Chap18::LinkedListStPer                            scan                          
2648   66       6      Chap39::BSTParaTreapMtEph                          intersect_inner               
2649   66       6      Chap39::BSTParaTreapMtEph                          difference_inner              
2650   66       20     Chap41::AVLTreeSetMtPer                            delete                        
2651   66       2      Chap06::WeightedUnDirGraphMtEphInt                 neighbors_weighted            
2652   66       2      Chap06::WeightedUnDirGraphMtEphFloat               neighbors_weighted            
2653   66       2      Chap37::AVLTreeSeqStEph                            to_arrayseq                   
2654   66       2      Chap06::UnDirGraphMtEph                            NG                            
2655   66       2      Chap18::ArraySeqStPer                              inject                        
2656   67       3      Chap59::JohnsonStEphFloat                          johnson_apsp                  
2657   68       6      Chap39::BSTParaTreapMtEph                          filter_inner                  
2658   68       4      Chap05::SetStEph                                   CartesianProduct              
2659   68       6      Chap38::BSTParaMtEph                               intersect_inner               
2660   68       4      Chap45::LeftistHeapPQ                              from_seq                      
2661   68       7      Chap52::AdjTableGraphStEph                         insert_edge                   
2662   68       4      Chap05::SetStEph                                   intersection                  
2663   68       4      Chap47::AdvancedDoubleHashing                      fmt                           
2664   70       2      Chap53::PQMinMtPer                                 pq_min_multi                  
2665   70       2      Chap53::PQMinStEph                                 pq_min_multi                  
2666   70       2      Chap53::PQMinStPer                                 pq_min_multi                  
2667   70       2      Chap37::BSTPlainMtEph                              descend                       
2668   70       6      Chap18::LinkedListStEph                            collect                       
2669   70       6      Chap18::LinkedListStPer                            collect                       
2670   70       6      Chap18::ArraySeq                                   collect                       
2671   70       2      Chap42::TableStEph                                 intersection                  
2672   72       3      Chap37::AVLTreeSeqMtPer                            rotate_left                   
2673   72       3      Chap37::AVLTreeSeqMtPer                            rotate_right                  
2674   72       2      Chap63::ConnectivityStEph                          build_quotient_edges          
2675   72       2      Chap18::LinkedListStEph                            reduce                        
2676   72       2      Chap18::LinkedListStPer                            reduce                        
2677   72       2      Chap19::ArraySeqMtEph                              scan                          
2678   72       6      Chap38::BSTParaMtEph                               difference_inner              
2679   72       6      Chap37::AVLTreeSeq                                 fmt                           
2680   72       4      Chap23::PrimTreeSeqSt                              join                          
2681   72       4      Chap37::BSTSetPlainMtEph                           join_m                        
2682   72       2      Chap40::BSTSizeStEph                               split_rank_link               
2683   72       3      Chap18::ArraySeqMtPer                              append                        
2684   72       2      Chap52::EdgeSetGraphStEph                          delete_vertex                 
2685   72       2      Chap55::TopoSortStPer                              dfs_finish_order              
2686   72       3      Chap59::JohnsonStEphInt                            johnson_apsp                  
2687   73       5      Chap52::AdjTableGraphMtPer                         insert_edge                   
2688   73       2      Chap47::ClusteringAnalysis                         compare_probing_strategies    
2689   73       3      Chap28::MaxContigSubSumDivConOptMtEph              max_contig_sub_sum_aux_mt     
2690   74       2      Chap63::ConnectivityMtEph                          connected_components_mt       
2691   74       2      Chap39::BSTParaTreapMtEph                          split_inner                   
2692   74       2      Chap49::SubsetSumStEph                             subset_sum_rec                
2693   74       2      Chap49::SubsetSumStPer                             subset_sum_rec                
2694   75       3      Chap37::AVLTreeSeqMtPer                            fmt                           
2695   76       6      Chap39::BSTParaTreapMtEph                          reduce_inner                  
2696   76       6      Chap39::BSTTreapMtEph                              insert_link                   
2697   76       6      Chap39::BSTTreapStEph                              insert_link                   
2698   76       6      Chap40::BSTSizeStEph                               insert_link                   
2699   76       2      Types                                              ArraySeqSetEq                 
2700   76       2      Chap53::GraphSearchMtPer                           explore                       
2701   76       2      Chap53::GraphSearchStEph                           explore                       
2702   76       2      Chap53::GraphSearchStPer                           explore                       
2703   76       4      Chap18::ArraySeqStEph                              collect                       
2704   76       4      Chap19::ArraySeqMtEphSlice                         scan                          
2705   76       2      Chap42::TableMtEph                                 intersection                  
2706   76       2      Chap06::WeightedUnDirGraphStEphInt                 is_connected                  
2707   76       2      Chap06::WeightedUnDirGraphStEphFloat               is_connected                  
2708   76       2      Chap37::BSTAVLMtEph                                rebalance                     
2709   76       2      Chap37::BSTAVLStEph                                rebalance                     
2710   76       2      Chap42::TableMtEph                                 difference                    
2711   76       2      Chap42::TableStEph                                 difference                    
2712   76       2      Chap43::OrderedTableStPer                          split_rank_key                
2713   76       2      Chap52::AdjTableGraphStPer                         delete_vertex                 
2714   76       5      Chap51::BottomUpDPMtEph                            compute_diagonal_parallel     
2715   76       5      Chap51::BottomUpDPMtPer                            compute_diagonal_parallel     
2716   76       1      Chap57::DijkstraStEphInt                           dijkstra                      
2717   77       1      Chap47::SeparateChaining                           create_example_47_2_table     
2718   77       1      Chap57::DijkstraStEphFloat                         dijkstra                      
2719   78       6      Chap38::BSTParaMtEph                               reduce_inner                  
2720   78       2      Chap62::StarContractionStEph                       build_quotient_graph          
2721   78       4      Chap19::ArraySeqMtEphSlice                         map                           
2722   78       4      Chap18::LinkedListStEph                            subseq_copy                   
2723   78       4      Chap18::LinkedListStPer                            subseq_copy                   
2724   78       2      Chap37::AVLTreeSeq                                 delete_value                  
2725   78       2      Chap37::AVLTreeSeqStEph                            delete_value                  
2726   78       2      Chap19::ArraySeqMtEph                              append                        
2727   78       2      Chap19::ArraySeqStEph                              append                        
2728   78       2      Chap43::OrderedTableStEph                          split_key                     
2729   78       10     Chap37::AVLTreeSeqStPer                            String, i32>>                 
2730   80       4      Chap27::ReduceContractStEph                        reduce_contract               
2731   80       6      Chap52::AdjTableGraphStEph                         delete_vertex                 
2732   80       4      Chap65::UnionFindStEph                             find                          
2733   80       4      Chap19::ArraySeqMtEphSlice                         fmt                           
2734   80       2      Chap43::OrderedTableStPer                          split_key                     
2735   81       4      Chap51::TopDownDPMtPer                             med_recursive_parallel        
2736   81       4      Chap59::JohnsonMtEphInt                            parallel_dijkstra_all         
2737   82       2      Chap47::NestedHashTable                            statistics                    
2738   82       2      Chap37::BSTRBMtEph                                 fix_up                        
2739   82       4      Chap59::JohnsonMtEphFloat                          parallel_dijkstra_all         
2740   83       4      Chap51::TopDownDPMtEph                             med_recursive_parallel        
2741   84       6      Chap63::ConnectivityStEph                          connected_components_hof      
2742   84       4      Chap65::UnionFindStEph                             num_sets                      
2743   86       2      Chap37::AVLTreeSeqMtPer                            set_rec                       
2744   86       2      Chap37::AVLTreeSeqStPer                            set_rec                       
2745   86       6      Chap63::ConnectivityMtEph                          connected_components_hof      
2746   86       6      Chap18::ArraySeqMtEph                              map                           
2747   86       6      Chap18::ArraySeqMtEph                              reduce                        
2748   86       2      Chap43::OrderedTableMtEph                          split_key                     
2749   88       4      Chap37::AVLTreeSeq                                 rotate_right                  
2750   88       4      Chap37::AVLTreeSeqStEph                            rotate_right                  
2751   88       6      Chap40::BSTKeyValueStEph                           insert_link                   
2752   88       2      Chap66::BoruvkaMtEph                               bridge_star_partition_mt      
2753   88       6      Chap41::AVLTreeSetMtEph                            parallel_filter               
2754   88       4      Chap19::ArraySeqMtPer                              filter                        
2755   88       8      Chap37::BSTSetPlainMtEph                           difference                    
2756   88       6      Chap50::OptBinSearchTreeMtEph                      parallel_min_reduction        
2757   88       6      Chap50::OptBinSearchTreeMtPer                      parallel_min_reduction        
2758   88       8      Chap26::MergeSortMt                                merge_sort_parallel           
2759   88       10     Chap43::OrderedSetStEph                            split                         
2760   88       6      Chap43::AugOrderedTableMtEph                       reduce_range_parallel         
2761   88       2      Chap41::AVLTreeSetMtEph                            intersection                  
2762   88       2      Chap43::OrderedSetStEph                            split_rank                    
2763   88       2      Chap43::OrderedTableMtEph                          split_rank_key                
2764   88       2      Chap43::OrderedTableStEph                          split_rank_key                
2765   88       2      Chap45::BalancedTreePQ                             meld                          
2766   88       4      Chap42::TableMtEph                                 map                           
2767   88       2      Chap42::TableMtEph                                 filter                        
2768   88       1      Chap47::SeparateChaining                           insert                        
2769   88       1      Chap58::BellmanFordStEphFloat                      bellman_ford                  
2770   89       1      Chap58::BellmanFordStEphInt                        bellman_ford                  
2771   90       6      Chap40::BSTReducedStEph                            insert_link                   
2772   90       4      Chap18::ArraySeqMtPer                              map                           
2773   90       8      Chap50::OptBinSearchTreeStEph                      obst_rec                      
2774   90       8      Chap50::OptBinSearchTreeStPer                      obst_rec                      
2775   90       6      Chap06::WeightedDirGraphMtEphFloat                 parallel_out                  
2776   92       8      Chap37::BSTSetPlainMtEph                           intersection                  
2777   92       2      Chap49::MinEditDistStEph                           min_edit_distance_rec         
2778   92       2      Chap49::MinEditDistStPer                           min_edit_distance_rec         
2779   92       4      Chap05::SetStEph                                   partition                     
2780   94       4      Chap61::VertexMatchingMtEph                        select_edges_parallel         
2781   94       4      Chap19::ArraySeqMtEph                              reduce                        
2782   94       4      Chap19::ArraySeqMtPer                              reduce                        
2783   94       4      Chap19::ArraySeqMtEphSlice                         filter                        
2784   95       1      Chap41::Example41_3                                additional_set_operations     
2785   96       4      Chap37::AVLTreeSeqStPer                            rotate_left                   
2786   96       4      Chap37::AVLTreeSeqStPer                            rotate_right                  
2787   96       2      Chap63::ConnectivityStEph                          connected_components          
2788   96       2      Chap41::AVLTreeSetMtEph                            union                         
2789   96       2      Chap47::NestedHashTable                            fmt                           
2790   98       2      Chap62::StarPartitionStEph                         sequential_star_partition     
2791   99       3      Chap47::SeparateChaining                           resize                        
2792   100      4      Chap19::ArraySeqMtPer                              map                           
2793   100      4      Chap37::BSTRBMtEph                                 rotate_right                  
2794   100      4      Chap41::AVLTreeSetMtPer                            fmt                           
2795   100      4      Chap41::AVLTreeSetStEph                            fmt                           
2796   101      5      Chap42::TableMtEph                                 tabulate                      
2797   102      4      Chap65::KruskalStEph                               kruskal_mst                   
2798   102      6      Chap41::AVLTreeSetMtEph                            parallel_intersect            
2799   102      4      Chap18::ArraySeqMtPer                              collect                       
2800   102      4      Chap18::ArraySeqStPer                              collect                       
2801   102      11     Chap05::SetStEph                                   fmt                           
2802   102      6      Chap41::AVLTreeSetMtPer                            Pair                          
2803   104      2      Chap66::BoruvkaStEph                               vertex_bridges                
2804   104      4      Chap37::BSTSetPlainMtEph                           split                         
2805   106      2      Chap18::ArraySeqMtEph                              collect                       
2806   106      4      Chap47::FlatHashTable                              fmt                           
2807   108      8      Chap50::OptBinSearchTreeMtPer                      obst_rec                      
2808   108      4      Chap18::LinkedListStEph                            fmt                           
2809   110      2      Chap37::AVLTreeSeqMtPer                            rebalance                     
2810   110      2      Chap37::AVLTreeSeqStPer                            rebalance                     
2811   110      6      Chap19::ArraySeqMtEphSlice                         reduce                        
2812   110      2      Chap42::TableStEph                                 union                         
2813   110      6      Chap06::LabUnDirGraphMtEph                         String>                       
2814   110      6      Chap06::LabUnDirGraphMtEph                         OrderedFloat                  
2815   112      4      Chap41::AVLTreeSetMtEph                            fmt                           
2816   114      8      Chap50::OptBinSearchTreeMtEph                      obst_rec                      
2817   114      13     Chap18::ArraySeqStEph                              fmt                           
2818   114      1      Chap47::FlatHashTable                              insert                        
2819   116      2      Chap66::BoruvkaStEph                               bridge_star_partition         
2820   116      2      Chap42::TableMtEph                                 union                         
2821   120      6      Chap27::ScanContractStEph                          scan_contract                 
2822   122      4      Chap44::DocumentIndex                              make_index                    
2823   122      2      Chap61::VertexMatchingStEph                        parallel_matching_st          
2824   122      2      Chap39::BSTParaTreapMtEph                          join_with_priority            
2825   122      7      Chap42::TableStPer                                 insert                        
2826   124      4      Chap64::SpanTreeStEph                              spanning_tree_star_contraction
2827   124      2      Chap64::TSPApproxMtEph                             euler_tour_dfs                
2828   124      2      Chap64::TSPApproxStEph                             euler_tour_dfs                
2829   124      6      Chap49::SubsetSumMtPer                             subset_sum_rec                
2830   124      6      Chap42::TableMtEph                                 insert                        
2831   126      4      Chap64::SpanTreeMtEph                              spanning_tree_star_contraction_mt
2832   126      6      Chap49::SubsetSumMtEph                             subset_sum_rec                
2833   128      10     Chap41::AVLTreeSetMtPer                            filter                        
2834   130      8      Chap27::ReduceContractMtEph                        reduce_contract_parallel      
2835   132      9      Chap06::LabDirGraphMtEph                           parallel_in                   
2836   132      2      Chap45::SortedListPQ                               meld                          
2837   132      9      Chap06::LabDirGraphMtEph                           OrderedFloat                  
2838   134      6      Chap49::MinEditDistMtEph                           min_edit_distance_rec         
2839   134      6      Chap49::MinEditDistMtPer                           min_edit_distance_rec         
2840   135      9      Chap06::WeightedDirGraphMtEphInt                   parallel_in                   
2841   135      9      Chap06::WeightedDirGraphMtEphFloat                 parallel_in                   
2842   135      9      Chap06::WeightedDirGraphMtEphInt                   parallel_out                  
2843   138      6      Chap61::VertexMatchingMtEph                        select_edges_recursive        
2844   138      2      Chap66::BoruvkaMtEph                               boruvka_mst_mt                
2845   138      4      Chap47::ProbeSequenceExamples                      fmt                           
2846   140      6      Chap61::EdgeContractionMtEph                       build_edges_parallel          
2847   140      2      Chap47::NestedHashTable                            insert_without_resize         
2848   140      5      Chap47::FlatHashTable                              resize                        
2849   141      3      Chap37::AVLTreeSeq                                 rebalance                     
2850   142      12     Chap66::BoruvkaMtEph                               reroute_edges_mt              
2851   144      2      Chap61::EdgeContractionStEph                       edge_contract                 
2852   146      6      Chap66::BoruvkaMtEph                               vertex_bridges_mt             
2853   148      2      Chap47::NestedHashTable                            delete                        
2854   149      1      Chap45::Example45_2                                run_example_45_2              
